id,comment,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,
sxgux,,hamster,hund,katze,fisch,tintenfisch,delfin,krebs,faultier,opposum,okapi,affe,baer,brillenbaer,eisbaer,braunbaer,grizzly,dachs,esel,pferd,zebra,giraffe,elefant,molch,rochen,pinguin,maus,ratte,chinchilla,hase,tiger,loewe,floh,spinne,marienkaefer,wespe ,biene,hornisse,motte,bartagame,leguan,katze,yak,zebra,flamingo,voegel,specht,uhu,eichhoernchen,milbe,siebenschlaefer,wal,hai,schmetterling,raupe,spatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t4p2a,,katze,hund,pferd,wolf,hirsch,giraffe,elefant,baer,seehund,fisch,muschel,schildkroete,delfin,vogel,adler,geier,hase,maus,ratte,muecke,fliege,kaefer,wurm,loewe,tiger,gepard,wellensittich,lama,alpakas,dromedare,marder,wiesel,eichhoernchen,specht,ameise,nashorn,krokodil,flusspferd,esel,gnu,zebra,seehund,robbe,seeloewe,otter,schwan,ente,schnecke,panther,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t8leg,,hund,katze,maus,elefant,tiger,loewe,pelikan,frosch,gans,ente,huhn,delfin,wal,moewe,nashorn,giraffe,dromedar,lama,impala,chamaeleon,fliege,ameise,biene,wespe,schlange,eidechse,otter,biber,murmeltier,hirsch,reh,gemse,steinadler,milan,blaumeise,spatz,elster,goldfisch,qualle,tintenfisch,muschel,eisbaer,pinguin,hai,rochen,hamster,eichhoernchen,pfau,fuchs,wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tetwh,,reh,hase,kuh,kamel,affe,esel,walfisch,nashorn,breitnashorn,spitznashorn,zebra,okapi,igel,kalb,ross,fohlen,esel,maultier,hahn,henne,gockel,ente,schwan,erpel,adler,reiher,amsel,spatz,star,fink,meise,regenwurm,bandwurm,made,eglifisch,forelle,bachforelle,hecht,aal,seeloewe,pinguin,polarfuchs,seebaer,eisbaer,braunbaer,lachs,seeadler,wiedehopf,buntspecht,baumspecht,eisvogel,bison,bueffel,schmetterling,raupe,kohlweissling,pfauenauge,seeschwalbe,rauchschwalbe,stare,star,schwein,eber,wildsau,hirsch,hund,katze,eichhoernchen,stinktier,biber,,,,,,,,,,,,,,,,,,
tgvti,,elefant,vogel,spinne,schlange,reptil,katze,hund,dachs,panther,tiger,loewe,gepard,leopard,insekten,nashorn,okapi,schimpanse,orangutan,gorilla,affe,hase,kaninchen,echse,lurch,tapir,otter,biber,biene,fell,pfote,streifen,muster,gans,ente,ameise,meise,amsel,drossel,fink,star,storch,hahn,huhn,steinbock,ibis,pelikan,braunbaer,baer,ameisenbaer,pfau,jaguar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tkvo8,,hund,katze,schlange,eichhoernchen,nashorn,loewe,vogel,adler,ratte ,maus,insekten,igel,reh,hirsch,tiger,pferd,zebra,leopard,puma,maulwurf,baer,wale,haie,barrakuda,thunfisch,eidechsen,froesche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tozmj,,elefant,eisbaer,braunbaer,baer,giraffe,ameise ,katze,hund,meerschweinchen,schwein,rind,hahn,wal,delfin,blauwal,pottwal,schwerthai,fisch,kugelfisch,adler,spatz,tiger,panther,elefant,schlange,esel,seeloewe,orangutan,gorilla,menschenaffe,habicht,rabe,regenwurm,ameise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5ou5,,katze,maus,ratte,vogel,hund,loewe,tiger,affe,zebra,baer,schlange,krokodil,haifisch,igel,hase,reh,hirsch,wildsau,elefant,zebra ,pelikan,esel ,ross ,kamel,bison,nashorn,nilpferd,papagei,amsel,kraehe,wellensittich,geiss,schaf,wolf,fuchs,ameise,fliege,biene,waschbaer,ameise,schildkroete,huhn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5y46,task aborted by participant after 1 minute,spinne,ross,maus,hund,katze,neandertaler,vogel,walross,loewe,tiger,seepferdchen,antilope,springfrosch,laubfrosch,schlange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udav0,,esel,hund,katze,pferd,fisch,vogel,kleiber,specht,wiedehopf,rotbruestchen,rotschwaenzchen,bachstelze,uhu,nachtigall,buntspecht,gruenspecht,kleinspecht,schwarzspecht,amsel,drossel,fink,star,sau,kuh,muecke,fliege,wanze,forelle,hecht,delfin,stoer ,lachs,hai ,wal ,tiger,loewe,geparden,krokodil,gnus,erdmaennchen,schlange,kobras,pythons,vipern,nattern,otter,fischotter,biber,baer,schwarzbaer,kragenbaer,grizzly,puma,schneeleopard,ibis,froesche,blue jeans frosch,erdbeerfrosch,rotaugenlaubfrosch,unke,kroete,klapperschlange,koenigspython,koenigskobra,speikobra,schmetterling,admiral,,,,,,,,,,,,,,,,,,,,,
uhv2o,check native language,leopard,loewe,schaf,kuh,pferd,kueken,ente,gans,truthahn,schwein,ziege,kamel,dromedar,kaenguru,pandabaer,braunbaer,eisbaer,hund,katze,maus,vogel,taube,affe,giraffe,jaguar,elefant,nilpferd,eichhoernchen,uhu,schwan,schwalbe,spatz,wildschwein,reh,hase,wolf,fuchs,pferd,esel,fasan,rabe,ratte,maus,maulwurf,marder,ameise,wurm,delfin,wal,hai,thun,lachs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uj8s2,,katze,hund,vogel,ameise,ameisenbaer,baer,waschbaer,elch,reh,hirsch,papagei,spinne,echse,qualle,haifisch,walfisch,delfin,schildkroete,clownfisch,aal,hummer,seeigel,seegurke,anemone,habicht,adler,drossel,amsel,spatz,star,rabe,kraehe,geier,specht,loewe,gazelle,emu,gnu ,bueffel ,bison,yak,krokodil,alligator,schlange,skorpion,schmetterling,nachtfalter,fledermaus,axolotl,eidechse,frosch,kaulquappe,blattlaus,marienkaefer,zecke,bettwanze,kakerlake,wellensittich,kroete,barsch,ente,gans,schwan,fink,,,,,,,,,,,,,,,,,,,,,,,,
uo69g,,loewen,katze,hund,tiger,insekten,maienkaefer,elefanten,blindschleiche,wuermer,eidechse,python,anakonda,kobra,schwarze mamba,grashuepfer,laeuse,ameise ,ameisenbaer,gnus,alligatoren,kaimane,schimpanse,orangutan,affe,makake,lemuren,totenkopfaeffchen,loewenaffen,schimpanse,oryxantilope,thomson gazelle,rothirsch,dammhirsch,reh,fuechse,hase,kaninchen,dachs,iltis,marder,sekretaer,steinadler,seeadler,weisskopfseeadler,geier,amsel,star,fink,pirol,meise,kohlmeise,blaumeise,gartenrotschwanz,rotbruestchen,zilpzalp,zaunkoenig,milan,sperber,turmfalke,wanderfalke,tuerkentaube,leopard,gepard,ozelot,tapir,giraffe,zebra,goldfisch,neonfisch,9999,barsch,weisser hai,tigerhai,blauhai,walhai,katzenhai,wels,aal,lachs,buntbarsch,kaiserfisch,blauwal,buckelwal,grauwal,narwal,tuemmler,delfin,beluga
v5z5f,,katze,esel,hund,pferd,nilpferd,giraffe,elefant,maus,hamster,schnecke ,hase,meerschweinchen,kaninchen,fisch,leopard,tiger,panther,nashorn,vogel,pinguin,pelikan,amsel,drossel,fink,star,spatz,pfau,storch,salamander,erdmaennchen,okapi,krokodil,haifisch,delfin,wal,blauwal,killerwal,krill,frosch,kroete,kaulquappe,fliege,biene,wespe,muecke,falter,schmetterling,schneider,marienkaefer,kaefer,hirschkaefer,fennek,windhund,ratte ,ente,gans,truthahn,hyaene,saebelzahntiger,schlange,python,anakonda,kobra,ringelnatter,blindschleiche,spitzmaus,heuschrecke,ameisenbaer,baer,pandabaer,brillenbaer,braunbaer,eisbaer,lachs,,,,,,,,,,,,,,
v8lcl,,hund,katze,maus,adler,fuchs,leopard,ente,giraffe,maus,ameise,ente,vogel,schwan,libelle,biene,spinne,wespe,bremse,qualle,delfin,fisch,goldfisch,zugvogel,antilope,strauss,nilpferd,nashorn,kuckuck,dachs,einhorn,tausendfuessler,papagei,schmetterling,taube,affe,baer,clownfisch,delfin,elefant,fledermaus,gans,raupe,wurm,hase,hamster,schildkroete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vdg3m,,hund,katze,maus,pferd,tiger,ente,loewe,ameise,spinne,marder,hirsch,reh,gemse,steinbock,biber,leopard,panda,schlange,kuh,auerochse,gazelle,zebra ,esel,meise,amsel,drossel,fink,star,falke,habicht,eule,adler,schwalbe,mauersegler,storch,wal,hering,dorsch,barsch,egli,guppy,skalar,plati,zebraberbling,piranha,aal,schmetterling,biene,wespe,schnake,moskito,marienkaefer,maikaefer,assel,hummer,taschenkrebs,robbe,seehund,seeloewe,walross,pinguin,hering,makrele,qualle,koralle,goldfisch,karpfen,otter,maus,,,,,,,,,,,,,,,,,,,
vew3l,task aborted by participant after 2 minutes,hund,katze,maus,pferd,ameise,lemuren,zebu,kuh,schwein,fliege,biene,muecke,kaefer,vogel,wellensittich,adler,schlange,krokodil,fisch,forelle,karpfen,kabeljau,floh,pferd,pony,spatz,amsel,fink,star,huehner,kueken,hahn,schwein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vjfcr,,hund,katze,schwein,tiger,ente,wurm,schmetterling,egli,forelle,hai,koralle,koala,kookaburra,pinguin,eisbaer,papageientaucher,tukan,fuchs,dachs,wolf,pekinese,dackel,schaeferhund,fliege,maus,maulwurf,eidechse,waran,leguan,iguan,natter,ottern,vipern,mambas,boa,anakonda,pudel,hausschwein,wildschwein,gemse,ziege,mufflon,bison,wisent,charolais,eiderente,graugans,flamingo,habicht,milan,piranha,barrakuda,storch,schwan,eiderente,loeffler,reiher,kronenkranich,kormoran,eisbaer,wiedehopf,rabe,elster,eichelhaeher,schwarzspecht,buntspecht,fledermauese,admiral,heimchen,ameisen,termiten,,,,,,,,,,,,,,,,,
vmlyc,,ross,hund,katze,sau,spinne,wespe,biene,maus,ratte,hund,raupe,schmetterling,wurm,schlange,schaf,geiss,fisch,qualle,delfin,wal,eichhoernchen,vogel,ameise,igel,reh,fuchs,wolf,baer,blutegel,tarantel,grashuepfer,kuh,gans,huhn,schwan,ente,storch,flamingo,papagei,kakadu,affe,gecko,chamaeleon,alligator,krokodil,wasserschlange,frosch,kroete,salamander,fliege,muecke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vpmyf,,hund,katze,schwein,elefant,tiger,giraffe,fisch,vogel,kuh,ochse,affe,maulwurf,maus,hund ,tiger,koala,kaenguru,papagei,esel,steinbock,schaf,lamm,nashorn,adler,kraehe,wal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w5zs,,ameise,ameisenbaer,braunbaer,chamaeleon,dachs,elch,eichhoernchen,vogel,faultier,gans,guerteltier,elefant,giraffe,zebra,gepard,leopard,puma,loewe,tiger,schlange,ringelnatter,klapperschlange,boa,kaefer,pferd,kuh,bueffel,pelikan,flamingo,skorpion,kolibri,schwan,schwalbe,moewe,wal,hai,tintenfisch,seestern,seeigel,rochen,schildkroete,krokodil,alligator,spinne,tausendfuessler,mistkaefer,hund,katze,hamster,meersau,hase,geisse,schaf,lama,strauss,nilpferd,nashorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whkno,,ameise,loewe,tiger,schlange,fuchs,wolf,frosch,elefant,giraffe,spinne,moewe,taube,muecke,wespe,biene,gorilla,schimpanse,adler,falter,katze,hund,fisch,meerschweinchen,sau,kuehe,wal,goldfisch,forelle,lachs,thunfisch,hai,rabe,gepard,panther,eisbaer,baer,pinguin,schmetterling,igel,waschbaer,wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whvwv,,hund,katze,vogel,maus,dachs,fuchs,elefant,giraffe,dachs,hirsch,reh,wiesel,hermelin,ozelot,leopard,gepard,okapi,gorilla,orangutan,schimpanse,fisch,wal,delfin,goldfisch,eisreiher,moewe,gans,schwan,eiderente,eidechse,wurm,schlange,natter,otter,viper,aspis,adler,geier,milan,rotmilan,maeusebussard,eichhoernchen,geissbock,ziege,schaf,kuehe,laus,floh,zecke,milbe,spinne,fliege,wespe,biene,hornisse,hummel,schmetterling,nachtfalter,motte,assel,wapitihirsch,elch,maus,murmeltier,steinbock,gemse,braeme,muecke,skorpion,,,,,,,,,,,,,,,,,,,
wjowk,,vogel,maus,katze,fliege,schildkroete,affe,tiger,gans,sau,fohlen,pferde,kaelber,kuehe,hunde,loewen,kamele,enten,gaense,tiger,pfauen,schweine,fische,forellen,moewen,amseln,drosseln,fink,stare,schnecken,libellen,ameisen,spinnen,fliegen,kaninchen,pferde,fohlen,muecken,elstern,schlangen,nattern,eidechsen,wuermer,hunde,welpen,saeue,huehner,fohlen,kaelber,nattern,pfauen,gaense,affen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x0ehw,,hund,katze,maus,pferd,elefant,tiger,loewe,gorilla,antilope,okapi,schlange,krokodil,fledermaus,eidechse,chamaeleon,hase,kaninchen,wolf,baer,eisbaer,luchs,panda,puma,gepard,leopard,ratte,affe,tiger,meerschweinchen,hamster,pinguin,fische,schildkroete,lama,kamel,dromedar,delfin,wal,otter,biber,bison,ochse,kuh,ziege,schaf,vogel,dinosaurier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x9lh0,,loewe,tiger,leopard,gepard,hund,katze,vogel,wal,haifisch,giraffe,affe,elefant,kuh,schwein,ziege,schaf,reh,bueffel,rentier,baer,eichhoernchen,guanaco,lama,alpaka,nilpferd,zebra,pferd,esel,antilope,maus,ratte,spinne,ameise,ameisenbaer,pinguin,thunfisch,forelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x70sm,,hund,katze ,maus,krokodil,zebra,loewe,tiger,leopard,panther,nashorn,nilpferd,strauss,koalabaer,giraffe,kaenguru,antilope,amsel,drossel,fink,star,storch,schwalbe,meise,rabe,adler,pelikan,albatross,schmetterling,seepferd,barsch,dorsch,qualle,forelle,lachs,otter,seeotter,koenigspinguin,pferd,schimmel,esel,lama,krebs,schimpanse,gorilla,orangutan,schaeferhund,dackel,kapuzineraeffchen,grille,ameise,tintenfisch,wal,hai,delfin,muschel,koralle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x6994,,hund,katze,delfine,giraffen,affen ,voegel,krokodil,elefant,loewe,tiger,hase,meerschweinchen,maus,ratte,nilpferd,eisbaer,robben,fuchs,leopard,schildkroete,wal,luchs,pinguine,pferd,esel,lamm,schaf,schlange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xixjx,,hund,katze,vogel,pferd,kuh,elefant,ziege,huhn,schlange,giraffe,maul ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xsi0e,,wildesel,lama,dromedar,frosch,spinne,biene,hummel,elefant,tiger,gepard,leopard,pandabaer,braunbaer,brillenbaer,eisbaer,kragenbaer,loewenkopfaeffchen,gorilla,orangutan,schimpanse,goldfisch,haifisch,barsch,schildkroete,pinguin,robbe,regenwurm,schnecke,somaliesel,giraffe,schlange,aal,muraene,tomatenfrosch,giftfrosch,laubfrosch,unke,kroete,fliege,tiger,wildkatze,puma,luchs,dackel,pinscher,schaeferhund,collie,katze,maus,ratte,hamster,meerschweinchen,geier,adler,wellensittich,papagei,tukan,nymphensittich,korallenfisch,qualle,piranha,flunder,hecht,walfisch,wuestenspringmaus,kondor,steinadler,maeusebussard,kohlmeise,blaumeise,buntspecht,kleiber,flamingo,storch,motte,zecke,nashorn,guerteltier,ameisenbaer,,,,,,,,,
xvnpv,,fuchs,hase,reh,hirsch,gemse,kuh,pferd,sau,huhn,hahn,ente,gans,kamel,giraffe,elefant,nashorn,emu,strauss,vogel,fisch,echse,schlange,pferd,esel,krokodil,chamaeleon,tiger,loewe,panther,maus,ratte,muecke,fliege,spinne,zecke,wildsau,schnecke,biene,wespe,faultier,kakadu,papagei,wellensittich,amsel,drossel,krebs,tintenfisch,crevette,amoebe,hund,katze,hamster,kakerlake,ziege,schaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xxzfw,,elefant,krokodil,dromedar,baer,hund,katze,schlange,ameise,waschbaer,adler,amsel,kolibri,schnecke,maulwurf,kroete,frosch,schwan,ente,karpfen,walfisch,delfin,forelle,storch,spatz,amsel,drossel,fink,star,schimpanse,gorilla,orangutan,totenkopfaeffchen,eisbaer,braunbaer,schwarzbaer,schlaftier,muecke,biene,wespe,hummel,klapperschlange,kobra,spinne,wolf,fuchs,reh,hirsch,schlaftier,marder,tiger,loewe,puma,panther,gepard,giraffe,antilope,alligator,schwertfisch,orka,weisser hai,tintenfisch,qualle,huhn,schaf,ziege,,,,,,,,,,,,,,,,,,,,,,,
xz00c,,hund,katze,meerschweinchen,kanarienvogel,uhu,ente,dachs,fuchs,luchs,rentier,reh,elefant,giraffe,nashorn,rhinozeros,panther,panda,tiger,affe,ameisenbaer,amsel,wal ,blauwal,narwal,delfin,hering,hecht,barsch,dorsch,lachs,papagei,zebra,chamaeleon,elch,schwein,pferd,kuh,kalb,huhn,chicken,hase,luchs,maus,marder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y6pi7,,panther,puma,loewe,affe,hund,katze,vogel,amsel,drossel,fink,star,elefant,rhinozeros,nashorn,fisch,pudel,dackel,iltis,wiesel,eichhoernchen,leopard,luchs,wisent,reh,hirsch,steinbock,gemse,meerschweinchen,ente,dackel,pudel,viper,schlange,maus,rennmaus,fisch,aal,taube,kraehe,rabe,adler,geier,lachs,baer,braunbaer,eisbaer,kragenbaer,brillenbaer,pinguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y6smm,,elefant,hund,katze,loewe,tiger,panther,schlange,eidechse,saeugetier,pony,zebra,gazelle,reh,hirsch,hase,adler,amsel,drossel,fink,star,geier,wale,salm,lachs,krebs,floehe,wels,luchs,baer,vielfrass,kaenguru,koala,panda,nashorn,giraffe,gemse,steinbock,mufflon,schaf,geisse,lama,guanacos,dromedar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yhb2q,,haus,katze,maus,esel,kuh,vogel,star,kuckuck,elefant,tiger,loewe,gepard,leopard,zebra,gnu,krokodil,kaenguru,wal,hai,goldfisch,nemo,laus,ameise,ameisenbaer,affe,gorilla,schimpanse,pferd,esel,kamel,hirsch,schwein,panther,papagei,storch,adler,geier,maeusebussard,schlange,maulwurf,kaefer,spinne,delfin,tigerhai,weisser hai,blauhai,hochseehai,weissspitzenhai,grauspitzenhai,schwarzspitzenhai,barsch,forelle,hecht,steinfisch,krebs,muschel,giraffe,orangutan,pfau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yi5hu,,katze,hund,pferd,schwein,tiger,loewe,zebra,giraffe,antilope,schlange,affe,nilpferd,nashorn,kaenguru,eisbaer,ameisenbaer,braunbaer,koalabaer,panda,esel,vogel,meerschweinchen,fisch,hamster,hase,gepard,leopard,kuh,huhn,elefant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ypd30,,hund,katze,maus,esel,elefant,nashorn,wildschwein,loewe,zebra,alligator,jaguar,tiger,vogel,ratte,schlange,eidechse,spinne,fisch,papagei,pferd,ameise,wuermer,tauben,koala,kaenguru,eichhoernchen,wal,delfin,hai,krebs,schwertfisch,lachs,hund,labrador,golden retriever,schaeferhund,rhodesian ridgeback,islandpferd,pony,hannoveraner,holsteiner,ziege,schaf,tiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ys0pg,,vogel,tiger,taube,elefant,giraffe,hund,katze,maus,ratten,schlangen,krokodil,nashorn,schildkroete,eidechse,koalabaer,eisbaer,goldfisch,hai,wal,schwein,meerschweinchen,hamster,dachs,maulwurf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zj4pg,,katze,hund,giraffe,vogel,kuh,stier,schwein,rind,fisch,elefant,wolf,igel,fuchs,delfine,seehund,eisbaer,affe,kaenguru,huhn,ente,gans,schwan,eule,loewe,panther,leopard,gazelle,zebra,pinguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwkcy,,elefant,pferd,kuh,katze,schlange,loewe,stier,hund,esel,fliege,raubtier,echse,libelle,kamel,kalb,huhn,pfau,fisch,vogel,schwan,storch,meerschwein,wildschwein,pinguin,ziege,schaf,reh,ren,hase,elch,steinbock,maus,eber,ratte,frosch,unke,molch,kanarienvogel,baer,zebra,nashorn,fliege,hornisse,hummel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
